host_id,id,earnings
6386184,1,2128
6402136,1,104538
6403556,1,3784
6404719,4,32705
6405346,4,6176
6408433,1,1248
6421296,1,0
6424059,1,0
6424582,1,67200
6436558,10,95055
6437237,1,8000
6439746,1,14790
6441529,1,4160
6442713,1,609
6444516,1,70
6444776,1,30396
6451715,2,9320
6465734,1,0
6467356,1,34210
6468869,1,0
6482644,3,77378
6486855,1,0
6490938,1,500
6497282,1,217280
6499657,1,1156
6502638,1,0
6506637,1,6300
6510513,1,8778
6518397,1,2640
6521082,17,169847
6521602,1,9212
6524104,1,6960
6524172,1,43470
6524683,2,57596
6528711,3,5215
6538059,2,8232
6541786,1,6575
6544866,9,130750
6561810,1,1944
6566612,1,9884
6569922,1,54000
6572309,1,5850
6581342,1,0
6587530,1,20700
6600521,3,171240
6602243,1,800
6606647,1,16
6611013,2,16174
6614111,1,21300
6614322,1,0
6618781,1,585
6621772,3,7560
6623148,2,16850
6631572,1,5070
6631914,1,5408
6633836,1,11880
6634946,4,4070
6638016,1,0
6638407,1,33864
6643422,3,31714
6649089,2,19486
6656278,1,8760
6665363,1,0
6672175,1,14175
6680972,2,96720
6681663,1,18400
6692402,1,5684
6699212,1,227520
6699713,1,330
6701959,2,3558
6704037,1,0
6709450,6,283455
6710684,1,24960
6712709,1,9500
6713959,1,2800
6729065,1,12540
6731219,1,55
6737316,1,30330
6741457,1,12000
6743231,1,22
6748455,1,10340
6748687,2,56310
6749681,2,6930
6749912,2,31410
6750868,2,5487
6755351,1,15912
6759116,2,4650
6759262,1,70470
6761744,2,3600
6767012,3,85680
6770220,2,32124
6771003,1,91080
6771638,1,35230
6783114,1,19710
6788144,3,39162
6794388,1,70
6797428,13,154442
6809870,2,84790
6818422,1,624
6822880,1,946
6824154,1,16461
6830217,1,7020
6831516,1,0
6832018,2,21744
6832849,1,2520
6836139,1,320
6843250,2,1610
6851314,1,26220
6854010,2,60440
6854268,1,0
6854541,1,6900
6859113,1,15004
6860226,1,27720
6862067,1,33600
6862183,1,30400
6872825,1,780
6883542,2,6325
6884508,1,2128
6890187,2,21600
6891171,1,4500
6892245,1,108240
6892667,1,55200
6896233,1,6400
6901727,2,45200
6902105,2,24452
6907539,7,7192
6911426,1,792
6911925,1,212800
6920683,2,159360
6929132,1,5670
6942789,1,1020
6944520,1,41400
6947696,3,1092
6951810,1,1080
6953857,1,20700
6955885,1,360
6958026,2,23000
6973725,1,19600
6973993,2,1980
6975574,1,25992
6975758,1,540
6988795,2,79524
6992168,2,45470
6995672,1,198
7001960,1,0
7013744,1,184
7016191,5,32730
7016433,1,0
7016641,1,76995
7019831,2,13610
7020955,2,3723
7024519,1,26055
7032776,1,84000
7033608,1,0
7039660,1,7350
7041679,1,10880
7046025,1,40035
7047484,1,7956
7051599,1,20114
7053689,19,926705
7053960,1,6364
7061500,1,210
7062435,1,27621
7066746,1,22350
7072755,2,16240
7088764,1,20000
7091581,3,56302
7093663,2,4390
7099685,1,34944
7103757,5,103986
7104112,10,450
7106074,2,8851
7110050,1,30780
7115395,1,224
7119048,1,512
7123985,1,58000
7129627,1,900
7130005,1,55680
7130143,1,1560
7143233,1,55500
7148140,4,61670
7149831,1,945
7156108,2,1514
7161778,1,0
7167787,2,41160
7168856,4,55040
7176069,1,0
7178611,1,13600
7180803,2,6958
7184864,1,0
7186444,1,1440
7191189,1,13020
7193756,1,1000
7195294,1,4140
7199745,2,8145
7202104,2,0
7203734,1,2700
7204920,1,0
7209763,4,283161
7215439,4,5215
7218242,1,113778
7219871,1,2380
7222650,2,28650
7225805,1,0
7231693,1,935
7238727,1,37050
7250583,1,9108
7252868,1,1600
7254463,1,0
7255295,2,2152
7260546,1,4655
7263547,1,67410
7264356,1,210
7268056,1,90
7270766,1,1122
7274698,1,44880
7275633,1,13310
7276241,1,8610
7281684,1,97290
7282791,1,47595
7284590,1,29184
7285494,1,30916
7285822,1,0
7289721,1,38080
7290200,6,241505
7294913,1,27300
7296607,1,5460
7297363,12,151820
7297778,1,720
7298213,1,0
7305607,1,3450
7308577,1,1840
7314109,2,1440
7315193,1,10800
7329479,1,267
7330880,2,25632
7332110,1,7812
7332265,1,5000
7341655,1,512
7347339,1,0
7347569,1,15820
7349396,1,11616
7352678,1,2970
7358932,1,4032
7378194,2,25600
7384171,3,15348
7390081,1,720
7392450,1,4698
7394624,1,44520
7414663,36,110773
7414957,1,1440
7416666,5,157661
7416756,2,26875
7425404,1,504
7427935,1,0
7429255,1,0
7431149,1,27984
7435018,1,250
7436367,2,38
7445190,1,168
7449020,1,0
7449205,1,31050
7465256,1,40
7470558,1,1944
7471472,1,2100
7482109,3,2050
7492095,1,350
7496141,2,30
7496888,1,26100
7501230,1,10560
7503624,3,11516
7513107,1,9600
7521925,3,20800
7524074,1,3375
7530481,1,228
7540454,1,3010
7542275,1,42228
7543951,4,5366
7547875,1,1485
7548175,1,945
7552557,1,11760
7552966,3,6945
7554448,2,16170
7554930,1,35828
7555617,2,6144
7561555,2,2720
7573074,1,111000
7575062,2,7068
7576535,1,0
7582008,2,46176
7585641,1,2275
7587496,1,315
7588828,1,140
7592043,1,55
7595640,1,810
7607511,1,0
7611677,1,10168
7612142,1,34170
7619338,1,1782000
7621238,1,0
7625823,1,4860
7638636,3,35130
7640278,1,6700
7646184,1,4500
7647320,2,11536
7648663,1,0
7666763,1,400
7671343,6,128260
7672941,2,2960
7677213,1,5376
7678192,2,21333
7680263,1,14985
7689836,2,26092
7697867,2,35750
7700549,3,29760
7704102,1,9960
7710020,1,2640
7714083,1,1890
7723952,1,3404
7724080,1,990
7733967,1,240
7741370,3,100326
7742217,1,0
7743344,1,0
7743468,1,13430
7758783,2,74622
7763086,1,2200
7770166,1,2800
7772486,5,36880
7778897,11,10950
7781117,1,1120
7783989,2,176
7788470,1,41850
7789529,1,360
7792369,1,900
7794028,1,0
7808064,2,609
7812285,1,2500
7822228,1,12720
7823519,1,45
7832954,1,0
7834257,2,29952
7834942,2,2420
7843388,44,212296
7851934,1,1800
7866511,2,3548
7867643,2,6300
7867891,1,1960
7869684,2,1260
7882253,1,0
7890427,1,216
7893470,1,36816
7894301,1,23850
7900549,1,94240
7906740,3,44760
7910873,1,8820
7915672,1,21321
7916681,1,2400
7922947,2,42908
7923674,1,2490
7924185,1,11100
7933734,1,1820
7944573,1,540
7956108,3,9910
7957006,1,3960
7961908,2,16050
7968029,1,2736
7977382,1,2800
7984818,1,100
7986250,1,700
7987877,1,1710
7994802,1,14040
7998364,1,4830
8000962,1,70
8011046,1,600
8011636,1,8832
8011761,1,814
8013272,1,1485
8018665,1,1575
8021208,1,0
8025091,1,960
8027370,2,9100
8027379,1,37515
8028055,2,53750
8030387,1,1680
8041861,1,26128
8044125,1,1134
8060432,2,0
8081521,1,990
8086851,3,39090
8088108,1,1798
8091407,1,1560
8096230,3,9720
8101364,3,17926
8110618,2,6324
8110619,5,9993
8113530,1,55890
8130906,38,568714
8130969,4,102320
8136623,1,192
8157090,5,88987
8159503,7,188640
8159578,1,0
8160375,1,16414
8164313,3,77111
8165066,1,0
8166913,2,9850
8171809,1,400
8172286,1,0
8174295,2,62780
8174514,1,25920
8194158,1,1536
8210620,3,24480
8211969,1,10200
8232918,1,9720
8251905,1,23800
8274597,1,22350
8275343,1,0
8281212,2,15664
8286894,1,0
8288921,1,406
8295911,3,2355
8297792,1,900
8298055,2,260
8304893,4,125374
8317577,4,70185
8320113,2,69000
8320838,1,66120
8344442,1,29700
8344816,1,27540
8364453,1,0
8378089,1,49410
8380835,1,18810
8385920,1,0
8389670,1,3990
8409825,1,2750
8410091,1,172260
8429163,1,174
8449363,1,2970
8454365,1,114
8457288,1,29100
8457402,1,2680
8457609,1,10836
8457824,1,9180
8471729,1,20700
8472931,1,900
8487833,1,5280
8488654,3,8910
8494354,1,10058
8499009,2,264
8506491,1,35
8507694,2,92
8510344,2,12662
8511305,1,4320
8511821,2,10256
8521025,1,512
8528103,1,32640
8530202,1,585
8532502,1,80
8534709,1,0
8546697,2,79525
8548700,1,14770
8555445,2,4830
8557414,12,241456
8559860,1,0
8559977,1,30
8568279,1,18600
8586496,1,11550
8592353,1,5472
8611342,1,228
8613681,1,280
8614973,1,0
8621770,2,73734
8621858,1,12354
8630047,1,51300
8630901,1,0
8635649,1,9300
8649081,1,840
8649224,2,17600
8666718,1,315
8667421,1,5080
8681658,2,19145
8683017,1,1112
8683433,1,0
8693376,1,640
8699017,1,34888
8700587,1,2040
8705673,1,5828
8708822,1,765
8719516,1,850
8720687,4,33120
8741702,4,123632
8742470,1,3480
8743859,2,73660
8771164,1,64980
8771563,1,800
8776054,1,0
8779742,1,810
8787361,1,900
8788956,1,510
8802547,1,34749
8814467,1,4800
8825764,1,0
8830124,1,10138
8841042,2,3440
8843962,5,409020
8848709,8,16185
8850260,1,1804
8853433,1,0
8856051,1,24180
8864105,1,0
8866559,1,7676
8869344,2,19940
8870687,1,2950
8876390,5,117567
8878703,1,55970
8895416,1,34560
8897941,1,360
8925490,1,754
8936234,2,2835
8937674,1,4290
8938204,1,10620
8942037,1,25200
8952216,1,4200
8964574,3,1092
8965203,1,0
8965423,1,14640
8967766,1,2736
8989693,1,75
8990459,1,20904
9003091,2,550
9003940,1,588
9009783,1,280
9024729,1,103500
9025180,8,76073
9029724,1,1470
9048801,1,0
9057850,3,3745
9063812,1,1840
9066280,4,34075
9071996,1,1500
9100900,1,21390
9101106,1,4256
9106260,1,630
9116297,1,2700
9121695,1,440
9122792,1,7470
9123023,1,7350
9128169,1,300
9128708,1,57040
9135996,1,12040
9141076,2,133155
9142587,2,56040
9156086,1,24150
9156769,9,20020
9159333,1,7380
9173317,1,6336
9178847,4,10592
9183983,1,990
9192400,1,252
9196243,1,4200
9200850,2,183
9206404,4,30530
9207383,1,2790
9209191,1,7680
9212889,2,870
9220544,1,0
9222205,1,350
9244329,1,17920
9247816,2,24396
9250941,1,1764
9257858,1,15120
9259583,1,0
9267106,1,3640
9282893,1,2450
9323451,2,8325
9325312,1,29145
9328974,1,800
9336468,1,720
9343153,1,0
9343537,1,10230
9361937,1,31800
9364532,1,750
9364823,1,560
9381979,2,11390
9385317,1,1092
9390264,1,5500
9395326,1,0
9399227,1,1134
9404892,2,2480
9418284,2,14190
9427358,1,230
9439719,1,49404
9445480,1,29150
9456665,8,11688
9465190,2,3144
9465372,1,29880
9466729,2,45600
9469830,1,0
9477063,6,179194
9477332,3,6400
9478280,29,279755
9479672,2,182
9481676,1,7680
9482414,2,6340
9503026,2,191554
9513234,1,4140
9517174,1,7310
9517537,3,25121
9518808,1,376800
9518930,1,3198
9526689,1,0
9534151,4,18680
9535595,1,20250
9536735,2,14274
9539127,1,7344
9539548,2,12976
9547606,7,8155
9548670,2,59550
9550754,1,768
9558654,1,0
9559117,1,56640
9576529,1,34830
9588776,1,1665
9588826,5,73640
9590271,2,24055
9627487,1,60
9634483,1,0
9646637,2,240
9649482,1,5336
9650338,1,4608
9667715,4,66837
9670576,1,0
9673382,1,225
9675772,1,18315
9676004,1,360
9678961,1,2160
9690267,1,2750
9696381,2,7163
9697586,1,1035
9698016,2,14595
9700009,1,0
9709530,1,14400
9721827,1,42750
9733167,2,130
9733506,2,2344
9737137,1,68508
9740540,3,25736
9740673,1,32224
9746107,2,1144
9747190,2,920
9756628,2,7500
9758735,1,5967
9759711,1,792
9781583,1,2610
9784103,33,14280
9787441,1,5640
9791601,1,2560
9794218,1,14850
9799898,3,7650
9800084,5,123970
9802772,1,4590
9803166,2,12126
9804362,2,16650
9822728,17,204606
9825285,1,0
9826794,1,2058
9828962,1,144
9844106,1,1950
9846585,1,1350
9847068,1,700
9849050,1,884
9857118,2,3640
9865890,1,20972
9866045,1,25792
9867524,1,5215
9894630,1,0
9905925,3,10932
9915110,1,28170
9916442,4,144235
9919009,1,1575
9920172,1,46980
9922976,3,90265
9934384,1,1534
9935841,1,9450
9937293,5,77256
9938297,2,145440
9947002,1,765
9947075,1,64
9948890,1,2475
9958746,1,19620
9965753,1,6120
9979611,1,33201
9984239,1,27060
9987712,3,2800
9991796,1,2960
9994084,6,808
9997197,2,1680
10000316,1,0
10011042,1,800
10014801,2,5130
10015871,1,260
10017835,1,3680
10025903,2,13358
10027163,1,336
10028270,1,69888
10037079,2,18030
10044989,19,93830
10052358,1,13000
10056611,2,4834
10072858,1,3900
10083134,1,16380
10091776,1,97600
10095626,1,32760
10096772,2,60668
10099226,2,227
10116421,2,99120
10125359,1,424
10133774,2,267
10147620,1,280
10180684,1,0
10188615,1,23520
10192828,1,8260
10195643,1,51840
10204903,1,720
10209492,1,6630
10215074,1,0
10223142,5,63600
10230130,2,21800
10231574,3,17640
10233101,1,150
10237040,1,200
10249776,7,122450
10252018,3,12832
10259439,1,1312
10268646,1,675
10278871,1,0
10282205,4,24983
10287576,46,509232
10289000,1,2000
10290927,1,0
10296630,1,880
10327924,4,100
10331383,1,12750
10334808,1,0
10339454,1,35840
10365032,1,40
10380563,41,821526
10381830,1,2784
10385760,2,406
10386323,1,55440
10386910,1,43740
10406105,1,500
10408247,1,5148
10430464,1,360
10432929,1,9720
10436366,1,0
10443875,1,51480
10445396,1,450
10446842,1,2400
10450643,1,816
10456802,1,53856
10469479,1,12400
10469973,1,19575
10472940,1,6136
10485472,1,95106
10485517,2,162322
10497759,1,1224
10509562,1,20636
10531070,25,26651
10547296,46,212797
10550672,1,0
10562358,1,1152
10581706,1,153000
10582280,8,54310
10586740,1,31719
10601536,1,66600
10602247,1,1750
10614661,1,2704
10615008,1,8260
10619790,1,20511
10625415,1,1440
10630344,1,60
10633162,1,88
10636596,1,0
10637895,2,0
10639570,1,40248
10655439,1,33480
10655944,1,188
10658063,1,12800
10660117,2,2164
10668924,1,344
10670701,2,91700
10671121,1,25344
10674922,1,0
10675247,2,6154
10675437,1,140
10677016,2,80
10678340,1,500
10690405,1,1250
10693680,21,46156
10701150,1,12600
10702837,1,1080
10709001,1,0
10719273,2,0
10730981,5,14800
10734189,1,2432
10746845,1,18000
10755240,1,0
10757585,1,333
10760668,1,3000
10766707,1,630
10783459,1,9243
10794630,1,4408
10810488,1,0
10815064,1,232
10817933,1,2210
10825731,12,23725
10836433,1,60
10839429,1,0
10839430,1,0
10843020,1,0
10855185,2,33612
10856286,2,30870
10881674,1,21000
10883969,1,7875
10884335,1,4760
10886489,1,45
10909651,1,15456
10911051,5,197610
10911673,1,0
10939044,2,26680
10944377,1,525
10966394,1,2240
10979929,2,7081
10984482,1,0
10985040,1,156000
10985527,2,2835
10986070,1,16335
11000172,3,6120
11011795,1,0
11017778,1,20200
11062834,3,29084
11078628,1,9300
11086217,2,36090
11090651,1,6432
11101773,1,120
11104800,1,62100
11106403,1,840
11115028,1,8658
11118039,1,38700
11138605,2,323700
11142375,1,4056
11142537,1,432
11146364,2,6202
11150824,1,0
11169435,1,55680
11170203,8,253844
11174738,1,0
11175625,8,56696
11180803,1,0
11194709,1,1452
11195576,1,5100
11197286,1,135
11230232,1,0
11230337,2,7149
11231952,1,0
11263999,1,200
11283016,1,23760
11285753,1,3100
11290811,1,930
11295660,1,2880
11301631,3,2016
11317386,1,65136
11317669,2,75640
11322592,1,25179
11324928,3,8400
11327963,2,1720
11340461,1,120
11351550,1,5742
11357227,1,31365
11361759,1,0
11388854,1,135
11407415,1,0
11414401,1,0
11415911,2,26836
11417652,1,3135
11425092,1,896
11425936,1,354
11426239,1,32640
11437052,1,0
11448717,1,990
11455414,1,0
11477489,1,324
11482245,1,42340
11489514,1,2100
11490027,1,276
11497589,1,4716
11502763,1,17190
11504324,2,32350
11525792,1,1740
11532247,1,46980
11543470,3,1143
11561418,1,364
11563179,1,420
11566689,1,2070
11573364,1,42120
11592174,1,2784
11620077,1,360
11622062,1,6200
11657346,4,95730
11678980,1,0
11680755,1,4920
11693165,1,31248
11712370,1,1020
11713353,2,2670
11734911,1,1072
11738336,2,3990
11753394,1,18960
11764763,2,5080
11767907,2,575
11784592,1,3285
11786232,12,83572
11789861,2,720
11806249,1,46200
11811125,1,640
11812636,1,4905
11813460,1,0
11817710,1,15840
11820367,1,22784
11821215,1,234000
11846024,1,13650
11859541,1,800
11859998,1,5625
11889753,1,0
11898236,1,35550
11900085,1,15680
11901357,3,46872
11902611,1,35040
11905781,2,73444
11906702,1,30
11922783,1,31365
11922822,1,240
11922839,1,0
11928283,1,127680
11936605,2,65280
11945650,1,45
11950920,1,360
11957938,1,910
11959362,1,5312
11959964,1,120
11970154,1,9424
11972448,1,1089
11977235,1,1274
11987687,1,18000
11990071,2,112701
11992113,1,72
11994044,2,22640
11997110,1,47250
11997761,1,20480
12006146,1,121950
12009484,1,3400
12009955,1,798
12024342,1,400
12026451,3,1380
12054876,1,660
12057242,1,5950
12060104,1,15390
12069461,1,49896
12078387,2,33885
12079885,1,18450
12091634,1,11988
12104361,1,45900
12105279,1,880
12115133,1,31680
12115794,1,22000
12116844,1,0
12119162,1,2560
12122023,1,1344
12122795,3,60070
12122822,1,31320
12144860,1,21280
12152861,1,1290
12171941,1,1440
12172094,1,27300
12178648,1,3900
12186274,1,87885
12199935,5,14308
12203901,1,2850
12204003,1,486
12251007,1,0
12269605,1,5600
12269716,1,162
12274801,2,20580
12282634,1,270
12284536,4,22560
12323198,1,0
12331300,1,220
12343415,2,63655
12344797,2,1735
12349394,1,7360
12355332,3,5398
12358134,1,1280
12376694,1,4320
12385333,4,5091000
12387689,1,28676
12390424,1,45450
12393916,1,0
12415569,1,37530
12424178,1,0
12428557,1,47625
12429506,1,0
12433533,1,354
12436460,3,700
12438891,1,2816
12451395,3,76078
12455509,1,0
12466829,1,1768
12469439,7,40146
12472530,1,35520
12478461,1,4144
12482210,1,506
12482220,4,49035
12483934,2,1218
12508569,1,236
12518903,1,3552
12522831,2,60519
12522868,4,0
12527853,5,6402
12528885,4,39700
12531015,1,5280
12562007,1,2880
12570486,1,7050
12577265,1,13108
12595517,3,30960
12595856,1,120
12606030,1,2286
12617302,14,144440
12637232,5,50440
12637577,1,32490
12643453,2,1200
12643807,5,49417
12647360,1,540
12649864,1,46080
12651564,1,140
12661623,1,345
12664825,2,4682
12665369,1,899
12686518,1,12320
12748953,1,25755
12754807,1,21060
12757460,1,880
12758491,1,0
12766815,1,37635
12770526,1,59400
12771207,1,3280
12772429,1,80
12796279,1,0
12808705,2,21620
12835285,1,13400
12836634,1,14406
12838934,1,0
12852549,1,30
12854836,1,15330
12858721,3,11100
12888038,2,2844
12896769,1,1680
12897751,2,1830
12909362,1,1248
12911437,1,12408
12928854,1,4500
12945000,1,6625
12950451,1,26180
12954600,4,7900
12962490,1,8320
12979975,1,0
12980367,2,23150
12981701,1,4640
12982991,1,3980
12984056,3,89177
12998133,3,43400
12999510,1,4260
13023285,1,24640
13028184,1,5200
13033664,4,2080
13049089,1,0
13050086,2,602
13055462,1,3384
13066925,2,59892
13069249,1,1530
13074079,2,280
13074706,4,2259
13087527,1,37386
13092700,1,192
13095613,1,76440
13124940,3,120
13125561,1,11775
13129634,1,55
13136147,1,650
13147167,1,2680
13148761,1,4400
13150048,1,1820
13164928,1,800
13166069,1,36000
13172148,2,65203
13174051,2,40564
13176511,1,0
13196667,1,850
13199773,1,4636
13200212,1,32844
13212592,1,0
13214438,1,70
13220518,1,780
13238434,2,9798
13254487,1,17920
13277721,3,1104
13303194,1,800
13308079,1,320
13316441,2,19264
13319329,1,41832
13332700,1,14100
13340540,1,600
13365629,1,3040
13370687,1,6050
13382462,1,0
13410654,1,5520
13426564,1,30492
13441962,2,12672
13448455,1,750
13474699,1,7020
13478629,1,1521
13485777,1,43086
13493513,1,1350
13511222,1,1665
13516193,2,2750
13528552,1,4140
13530812,5,7555
13534703,1,25875
13553748,3,7596
13575910,1,2070
13577064,1,42465
13589081,1,19200
13597885,1,27000
13599653,4,2781
13604332,3,3810
13638491,6,8477
13647690,1,120
13655131,1,500
13662007,2,15050
13667793,1,57640
13685171,1,420
13685969,1,0
13701530,1,7797
13701821,1,148
13709789,1,75999
13710580,1,1500
13711640,1,30
13724295,6,32175
13728386,1,1120
13732065,1,480
13732329,1,600
13743577,3,24780
13750382,1,11790
13751504,1,0
13765138,1,4712
13772145,1,164580
13775046,1,600
13776330,1,22780
13779393,1,500
13791094,1,2052
13810481,3,90084
13830302,1,2160
13830936,1,40
13842214,1,54560
13858065,2,15492
13862071,1,0
13869619,1,0
13913862,2,11140
13917072,1,10400
13926640,1,5400
13931643,1,480
13952311,3,8108
13953449,3,21210
13968035,4,24426
13980622,1,5229
13982632,1,9656
13994060,3,327
14002462,1,220
14025818,1,120
14036379,1,4860
14044495,1,13330
14066470,1,32400
14071913,1,22800
14074651,1,2046
14074766,1,30276
14096255,1,352
14120404,7,121452
14127750,1,67500
14129337,2,710009
14137357,1,2310
14146554,1,1350
14151471,2,3693
14162823,5,551309
14163211,1,1240
14181056,1,41944
14204544,1,2356
14206640,2,1692
14216613,3,143244
14218681,3,1890
14227531,1,33810
14232419,1,4000
14232953,1,25600
14234832,1,414
14239681,1,630
14240405,1,1599
14248535,1,90
14260030,1,4160
14260609,2,2697
14261482,1,2754
14262229,1,28260
14262872,2,30980
14273653,1,300
14285267,1,0
14305199,2,360
14306662,2,31020
14330519,1,0
14335134,1,0
14344724,1,8319
14349433,1,4680
14350004,2,13041
14361185,1,252
14368366,2,41280
14369643,2,145576
14374940,2,22120
14397732,1,21280
14400866,1,540
14415017,1,0
14422421,1,1360
14433000,1,420
14435998,3,1964
14439053,1,1596
14446532,1,7750
14449216,1,11935
14458726,2,82920
14461015,1,10374
14468329,1,42660
14469428,1,500
14494029,2,26980
14505814,1,9600
14528635,2,0
14530430,1,2079
14539736,1,14196
14544382,1,100
14548854,1,6480
14557270,1,2272
14580203,4,43400
14625850,1,0
14627045,1,8968
14627361,1,270
14647204,1,26166
14668977,1,6300
14682866,1,0
14717181,1,0
14743830,2,12360
14752158,1,1350
14786440,1,17360
14795865,2,32
14826632,1,24300
14827564,1,0
14836897,1,10626
14841172,1,22320
14848038,2,8410
14857305,1,3520
14871323,9,58435
14886418,1,7200
14889243,1,39900
14894254,1,11730
14895536,1,896
14903265,1,0
14916719,1,0
14918496,1,560
14945304,1,390
14945317,2,38760
14978951,1,0
14979846,11,44160
14984601,1,900
15003639,1,0
15005753,1,15500
15006005,1,0
15018710,1,2400
15032322,1,9486
15034888,1,44
15035807,1,84000
15044354,1,9170
15044839,1,1410
15065217,1,66900
15079522,3,11730
15082645,2,1964
15095089,1,600
15125253,1,0
15127361,1,420
15127526,1,0
15140892,1,330
15168302,1,1122
15170887,1,100
15171574,2,22118
15179923,1,25777
15180824,4,18190
15182752,1,420
15189095,1,13530
15203695,1,3700
15205607,2,55140
15207287,1,2100
15210738,1,150
15212695,1,80
15218785,2,1780
15225180,1,0
15225920,1,1260
15231026,1,31005
15233770,1,76791
15250353,1,51240
15253012,1,726
15253171,1,32482
15256420,1,57330
15268164,5,91712
15291118,1,0
15296975,1,3500
15311661,1,420
15332098,1,5733
15353690,1,0
15366340,1,3060
15377345,1,1800
15377381,1,7920
15377467,1,520
15384333,1,0
15386114,1,47520
15388581,1,200
15390441,1,25200
15404817,1,8178
15422235,1,0
15424721,1,2040
15431794,1,560
15440700,1,390
15442651,2,23400
15456504,1,0
15460950,1,0
15462916,1,4662
15465424,1,87615
15501841,2,4722
15505736,2,2100
15512086,1,0
15512663,2,4740
15521380,1,14268
15535606,1,3480
15552669,3,1176
15568419,1,50
15577536,1,0
15592785,1,150
15595056,1,882
15596380,1,473
15606235,1,105
15609974,1,17400
15611619,1,5312
15635203,1,46980
15649785,2,876
15667514,2,3668
15674129,1,450
15681396,3,2395
15685749,2,86700
15705357,6,58239
15707021,1,2805
15707536,1,9735
15712087,1,4418
15726842,2,2264
15738246,3,340
15754992,1,4800
15755491,1,0
15759497,1,14756
15775041,1,900
15775899,5,130965
15802369,1,27720
15804505,1,900
15811680,1,1422
15819987,1,1932
15820486,1,100500
15829055,1,2835
15829082,1,0
15832944,1,360
15844325,1,754
15846191,1,13760
15852012,1,0
15852448,6,1005
15884961,10,28744
15885045,1,720
15892125,11,10119
15894834,1,280
15920367,5,8342
15924495,1,270
15944590,2,94380
15951167,1,1534
15955326,2,8246
15956550,1,180
15971506,1,600
15972199,1,48
15999180,1,100
16000636,3,23410
16028594,1,32368
16031968,1,25600
16032822,1,7980
16049293,1,76
16074716,1,3375
16077423,2,1690
16090041,1,108
16090312,1,34020
16092977,1,9400
16103158,1,4860
16133934,1,8304
16137439,1,0
16141323,1,0
16145202,2,23241
16146885,3,30150
16151867,1,17199
16161952,1,57120
16167019,1,2610
16169486,1,19440
16170032,1,1800
16170774,1,280
16174380,1,5000
16229973,1,17220
16253025,1,36
16254397,1,90
16254950,1,1440
16269012,1,540
16280106,1,0
16282480,2,42645
16296537,1,17820
16335756,3,5742
16383685,1,150
16425067,1,350
16460237,2,475
16466099,1,2000
16469990,1,17640
16473035,1,23250
16474043,1,3082
16483304,1,0
16485878,1,4148
16487245,1,0
16499274,1,0
16504850,1,68
16515962,2,5490
16533187,1,10000
16543560,1,0
16556787,1,0
16569867,2,14553
16571116,1,2997
16571993,1,360
16578858,1,1500
16583473,1,8250
16613332,2,2590
16626768,2,9690
16627065,2,9048
16628630,1,0
16631497,1,32660
16633161,1,198
16635144,2,6718
16651888,1,51084
16657390,1,50
16663399,1,1100
16670267,1,45
16681865,1,0
16687454,1,1760
16694653,1,0
16695770,1,25960
16699580,3,43474
16700193,1,1040
16702954,1,12780
16703701,4,3168
16736075,1,102900
16736457,1,400
16755009,1,26910
16773140,2,50104
16807689,1,1458
16820050,1,0
16821650,4,2145
16827089,1,245
16827262,1,4466
16844520,2,28740
16890029,1,12342
16891380,6,419890
16892848,1,14691
16905422,1,83922
16940631,1,0
16942638,2,5397
16944082,1,3417
16965610,1,9600
16967108,1,40
16984880,1,0
16989743,2,367
17013634,1,120
17022845,1,116
17025004,1,13182
17026299,1,63180
17027104,1,1200
17029557,1,5100
17034680,2,5830
17035919,1,34170
17036488,3,145290
17041921,1,61864
17047386,1,1470
17064665,1,0
17079785,1,6200
17084548,1,1595
17093533,2,182325
17094929,2,86920
17095135,2,190500
17096297,1,0
17107294,2,4257
17114176,1,0
17115942,1,1700
17121984,1,180
17152918,1,160
17156447,1,1728
17157679,1,1920
17180724,1,200
17190390,4,236800
17191629,2,37433
17196094,2,100
17197929,1,15810
17205988,1,0
17211749,5,18520
17217105,1,0
17237274,1,75
17290023,1,8928
17293819,1,9540
17325134,1,0
17325625,1,6460
17329164,1,400
17329184,1,9450
17333750,1,5440
17336479,2,2340
17354278,1,3840
17355683,1,8240
17357664,1,300
17391341,2,37440
17405445,1,216
17407482,1,100
17421382,1,0
17421846,1,3240
17435395,1,14440
17448281,1,0
17450358,2,1950
17460569,1,2520
17468124,1,900
17469479,1,60
17469787,1,156
17475140,1,210
17494216,1,27900
17500028,1,0
17508976,1,300
17514775,8,7622
17519992,3,6258
17523036,1,3135
17529040,1,5512
17532317,9,106255
17532602,1,45000
17584964,1,5920
17590968,1,20114
17591682,1,450
17594115,1,0
17599503,1,1248
17614626,1,0
17617924,1,70
17625119,1,25500
17630005,1,54150
17630578,1,6566
17636635,1,2100
17670464,1,15660
17684817,1,0
17687378,1,0
17688149,2,95592
17701714,1,34440
17703078,1,5841
17704687,1,0
17713529,1,0
17720089,2,5340
17731552,2,13720
17736071,1,0
17751441,8,169492
17760928,1,0
17768409,1,180
17779078,1,176
17780241,2,490
17780940,1,4480
17781371,1,0
17782413,1,0
17788559,1,580
17814268,1,8640
17817358,1,9240
17820109,1,31320
17821670,1,560
17829793,5,1366
17839020,2,19617
17858120,1,6336
17863445,1,17028
17905831,1,156
17910806,1,0
17923329,1,900
17925327,1,8120
17935453,1,4998
17962801,2,1950
